multiplier,std_time,unix_time
1.94,2024-05-02 13:13:39+00:00,1714655619
8.46,2024-05-02 13:14:31+00:00,1714655671
74.66,2024-05-02 13:15:37+00:00,1714655737
3.6,2024-05-02 13:16:04+00:00,1714655764
7.02,2024-05-02 13:16:49+00:00,1714655809
1.09,2024-05-02 13:17:03+00:00,1714655823
1.84,2024-05-02 13:17:31+00:00,1714655851
1.53,2024-05-02 13:18:13+00:00,1714655893
4.96,2024-05-02 13:18:51+00:00,1714655931
1.72,2024-05-02 13:19:16+00:00,1714655956
1.3,2024-05-02 13:19:57+00:00,1714655997
1.26,2024-05-02 13:20:17+00:00,1714656017
3.06,2024-05-02 13:20:57+00:00,1714656057
1.51,2024-05-02 13:21:18+00:00,1714656078
8.83,2024-05-02 13:21:48+00:00,1714656108
1.56,2024-05-02 13:22:23+00:00,1714656143
1.0,2024-05-02 13:22:49+00:00,1714656169
1.02,2024-05-02 13:23:11+00:00,1714656191
1.32,2024-05-02 13:23:19+00:00,1714656199
1.93,2024-05-02 13:23:57+00:00,1714656237
2.2,2024-05-02 13:24:21+00:00,1714656261
2.09,2024-05-02 13:24:53+00:00,1714656293
1.0,2024-05-02 13:25:10+00:00,1714656310
1.91,2024-05-02 13:25:37+00:00,1714656337
7.72,2024-05-02 13:26:22+00:00,1714656382
5.42,2024-05-02 13:26:49+00:00,1714656409
1.04,2024-05-02 13:27:02+00:00,1714656422
7.2,2024-05-02 13:27:51+00:00,1714656471
1.62,2024-05-02 13:28:06+00:00,1714656486
2.09,2024-05-02 13:28:51+00:00,1714656531
20.83,2024-05-02 13:29:34+00:00,1714656574
3.06,2024-05-02 13:30:10+00:00,1714656610
1.04,2024-05-02 13:30:18+00:00,1714656618
5.58,2024-05-02 13:30:47+00:00,1714656647
4.7,2024-05-02 13:31:34+00:00,1714656694
8.34,2024-05-02 13:32:05+00:00,1714656725
1.12,2024-05-02 13:32:33+00:00,1714656753
1.62,2024-05-02 13:32:54+00:00,1714656774
1.16,2024-05-02 13:33:17+00:00,1714656797
6.71,2024-05-02 13:34:04+00:00,1714656844
1.01,2024-05-02 13:34:17+00:00,1714656857
3.7,2024-05-02 13:35:14+00:00,1714656914
1.14,2024-05-02 13:35:31+00:00,1714656931
1.99,2024-05-02 13:35:59+00:00,1714656959
1.64,2024-05-02 13:36:27+00:00,1714656987
1.0,2024-05-02 13:37:05+00:00,1714657025
2.42,2024-05-02 13:37:31+00:00,1714657051
1.71,2024-05-02 13:37:49+00:00,1714657069
1.39,2024-05-02 13:38:18+00:00,1714657098
1.53,2024-05-02 13:38:31+00:00,1714657111
1.19,2024-05-02 13:38:47+00:00,1714657127
5.96,2024-05-02 13:39:43+00:00,1714657183
5.42,2024-05-02 13:40:11+00:00,1714657211
3.03,2024-05-02 13:40:39+00:00,1714657239
1.33,2024-05-02 13:41:06+00:00,1714657266
2.85,2024-05-02 13:41:37+00:00,1714657297
37.27,2024-05-02 13:42:19+00:00,1714657339
4.39,2024-05-02 13:43:09+00:00,1714657389
32.2,2024-05-02 13:44:00+00:00,1714657440
2.4,2024-05-02 13:44:35+00:00,1714657475
1.0,2024-05-02 13:44:47+00:00,1714657487
1.0,2024-05-02 13:45:06+00:00,1714657506
3.07,2024-05-02 13:45:35+00:00,1714657535
2.99,2024-05-02 13:46:19+00:00,1714657579
1.82,2024-05-02 13:46:35+00:00,1714657595
4.32,2024-05-02 13:47:20+00:00,1714657640
1.16,2024-05-02 13:47:31+00:00,1714657651
22.73,2024-05-02 13:48:40+00:00,1714657720
1.0,2024-05-02 13:48:47+00:00,1714657727
10.1,2024-05-02 13:49:50+00:00,1714657790
3.46,2024-05-02 13:50:07+00:00,1714657807
1.76,2024-05-02 13:50:33+00:00,1714657833
3.74,2024-05-02 13:51:16+00:00,1714657876
5.43,2024-05-02 13:51:45+00:00,1714657905
2.92,2024-05-02 13:52:39+00:00,1714657959
1.14,2024-05-02 13:52:49+00:00,1714657969
8.88,2024-05-02 13:53:41+00:00,1714658021
1.16,2024-05-02 13:53:46+00:00,1714658026
43.63,2024-05-02 13:54:47+00:00,1714658087
9.12,2024-05-02 13:55:33+00:00,1714658133
2.06,2024-05-02 13:56:16+00:00,1714658176
2.24,2024-05-02 13:56:47+00:00,1714658207
4.52,2024-05-02 13:57:25+00:00,1714658245
1.1,2024-05-02 13:57:47+00:00,1714658267
2.38,2024-05-02 13:58:34+00:00,1714658314
5.13,2024-05-02 13:59:20+00:00,1714658360
3.64,2024-05-02 13:59:55+00:00,1714658395
1.0,2024-05-02 14:00:04+00:00,1714658404
1.58,2024-05-02 14:00:33+00:00,1714658433
1.14,2024-05-02 14:00:48+00:00,1714658448
1.94,2024-05-02 14:01:18+00:00,1714658478
2.47,2024-05-02 14:02:01+00:00,1714658521
8.58,2024-05-02 14:02:32+00:00,1714658552
3.62,2024-05-02 14:03:17+00:00,1714658597
1.36,2024-05-02 14:04:09+00:00,1714658649
1.25,2024-05-02 14:04:50+00:00,1714658690
1.0,2024-05-02 14:05:10+00:00,1714658710
1.02,2024-05-02 14:05:19+00:00,1714658719
1.09,2024-05-02 14:05:53+00:00,1714658753
3.58,2024-05-02 14:06:08+00:00,1714658768
6.99,2024-05-02 14:06:46+00:00,1714658806
2.26,2024-05-02 14:07:18+00:00,1714658838
2.81,2024-05-02 14:07:48+00:00,1714658868
4.64,2024-05-02 14:08:41+00:00,1714658921
3.47,2024-05-02 14:09:07+00:00,1714658947
3.31,2024-05-02 14:09:19+00:00,1714658959
1.0,2024-05-02 14:09:55+00:00,1714658995
1.57,2024-05-02 14:10:10+00:00,1714659010
2.11,2024-05-02 14:10:54+00:00,1714659054
1.45,2024-05-02 14:11:03+00:00,1714659063
1.33,2024-05-02 14:11:33+00:00,1714659093
30.05,2024-05-02 14:12:16+00:00,1714659136
16.78,2024-05-02 14:13:17+00:00,1714659197
2.32,2024-05-02 14:13:47+00:00,1714659227
1.0,2024-05-02 14:14:00+00:00,1714659240
5.15,2024-05-02 14:14:37+00:00,1714659277
1.0,2024-05-02 14:15:07+00:00,1714659307
1.33,2024-05-02 14:15:18+00:00,1714659318
1.87,2024-05-02 14:15:42+00:00,1714659342
2.15,2024-05-02 14:16:15+00:00,1714659375
1.04,2024-05-02 14:16:51+00:00,1714659411
9.4,2024-05-02 14:17:21+00:00,1714659441
5.83,2024-05-02 14:18:03+00:00,1714659483
1.06,2024-05-02 14:18:19+00:00,1714659499
2.75,2024-05-02 14:18:54+00:00,1714659534
1.12,2024-05-02 14:19:20+00:00,1714659560
6.07,2024-05-02 14:19:48+00:00,1714659588
1.69,2024-05-02 14:20:16+00:00,1714659616
1.2,2024-05-02 14:20:34+00:00,1714659634
2.82,2024-05-02 14:21:16+00:00,1714659676
56.05,2024-05-02 14:22:18+00:00,1714659738
2.25,2024-05-02 14:22:48+00:00,1714659768
1.48,2024-05-02 14:23:07+00:00,1714659787
9.89,2024-05-02 14:23:50+00:00,1714659830
1.17,2024-05-02 14:24:23+00:00,1714659863
5.41,2024-05-02 14:24:47+00:00,1714659887
22.0,2024-05-02 14:25:34+00:00,1714659934
1.75,2024-05-02 14:26:05+00:00,1714659965
27.35,2024-05-02 14:27:01+00:00,1714660021
1.37,2024-05-02 14:27:39+00:00,1714660059
3.69,2024-05-02 14:28:10+00:00,1714660090
1.0,2024-05-02 14:28:16+00:00,1714660096
8.22,2024-05-02 14:29:11+00:00,1714660151
2.34,2024-05-02 14:29:31+00:00,1714660171
1.44,2024-05-02 14:30:08+00:00,1714660208
1.04,2024-05-02 14:30:16+00:00,1714660216
1.48,2024-05-02 14:30:51+00:00,1714660251
7.45,2024-05-02 14:31:19+00:00,1714660279
8.47,2024-05-02 14:32:01+00:00,1714660321
1.3,2024-05-02 14:32:34+00:00,1714660354
1.13,2024-05-02 14:32:46+00:00,1714660366
2.67,2024-05-02 14:33:18+00:00,1714660398
1.09,2024-05-02 14:33:46+00:00,1714660426
29.0,2024-05-02 14:34:31+00:00,1714660471
3.59,2024-05-02 14:35:12+00:00,1714660512
1.1,2024-05-02 14:35:33+00:00,1714660533
1.39,2024-05-02 14:35:50+00:00,1714660550
5.56,2024-05-02 14:36:15+00:00,1714660575
3.44,2024-05-02 14:37:04+00:00,1714660624
1.56,2024-05-02 14:37:17+00:00,1714660637
1.83,2024-05-02 14:37:47+00:00,1714660667
4.41,2024-05-02 14:38:35+00:00,1714660715
1.12,2024-05-02 14:38:46+00:00,1714660726
2.29,2024-05-02 14:39:15+00:00,1714660755
1.4,2024-05-02 14:39:46+00:00,1714660786
1.0,2024-05-02 14:40:02+00:00,1714660802
1.79,2024-05-02 14:40:40+00:00,1714660840
3.45,2024-05-02 14:41:03+00:00,1714660863
2.4,2024-05-02 14:41:35+00:00,1714660895
2.82,2024-05-02 14:42:06+00:00,1714660926
1.79,2024-05-02 14:42:18+00:00,1714660938
1.8,2024-05-02 14:42:44+00:00,1714660964
6.01,2024-05-02 14:43:21+00:00,1714661001
2.91,2024-05-02 14:44:05+00:00,1714661045
1.76,2024-05-02 14:44:18+00:00,1714661058
1.71,2024-05-02 14:44:56+00:00,1714661096
1.47,2024-05-02 14:45:17+00:00,1714661117
1.51,2024-05-02 14:45:50+00:00,1714661150
2.1,2024-05-02 14:46:04+00:00,1714661164
13.3,2024-05-02 14:46:48+00:00,1714661208
1.09,2024-05-02 14:47:28+00:00,1714661248
2.71,2024-05-02 14:47:30+00:00,1714661250
2.29,2024-05-02 14:48:03+00:00,1714661283
1.0,2024-05-02 14:48:19+00:00,1714661299
1.06,2024-05-02 14:48:33+00:00,1714661313
1.33,2024-05-02 14:49:02+00:00,1714661342
1.32,2024-05-02 14:49:16+00:00,1714661356
2.02,2024-05-02 14:49:46+00:00,1714661386
1.01,2024-05-02 14:50:05+00:00,1714661405
55.57,2024-05-02 14:51:16+00:00,1714661476
3.42,2024-05-02 14:51:31+00:00,1714661491
3.47,2024-05-02 14:52:01+00:00,1714661521
16.42,2024-05-02 14:52:50+00:00,1714661570
1.28,2024-05-02 14:53:09+00:00,1714661589
1.9,2024-05-02 14:53:53+00:00,1714661633
1.01,2024-05-02 14:54:06+00:00,1714661646
1.83,2024-05-02 14:54:18+00:00,1714661658
1.45,2024-05-02 14:54:49+00:00,1714661689
2.54,2024-05-02 14:55:17+00:00,1714661717
1.31,2024-05-02 14:55:33+00:00,1714661733
1.47,2024-05-02 14:56:08+00:00,1714661768
1.06,2024-05-02 14:56:34+00:00,1714661794
2.78,2024-05-02 14:57:02+00:00,1714661822
3.37,2024-05-02 14:57:31+00:00,1714661851
1.54,2024-05-02 14:58:08+00:00,1714661888
1.16,2024-05-02 14:58:17+00:00,1714661897
1.65,2024-05-02 14:58:36+00:00,1714661916
5.87,2024-05-02 14:59:17+00:00,1714661957
1.78,2024-05-02 14:59:49+00:00,1714661989
1.18,2024-05-02 15:00:14+00:00,1714662014
1.75,2024-05-02 15:00:33+00:00,1714662033
1.83,2024-05-02 15:00:50+00:00,1714662050
3.1,2024-05-02 15:01:21+00:00,1714662081
7.72,2024-05-02 15:02:05+00:00,1714662125
2.24,2024-05-02 15:02:18+00:00,1714662138
1.05,2024-05-02 15:02:35+00:00,1714662155
2.1,2024-05-02 15:03:01+00:00,1714662181
1.85,2024-05-02 15:03:22+00:00,1714662202
2.06,2024-05-02 15:03:47+00:00,1714662227
9.88,2024-05-02 15:04:31+00:00,1714662271
21.19,2024-05-02 15:05:24+00:00,1714662324
1.0,2024-05-02 15:05:51+00:00,1714662351
2.31,2024-05-02 15:06:02+00:00,1714662362
13.59,2024-05-02 15:06:48+00:00,1714662408
1.0,2024-05-02 15:07:39+00:00,1714662459
3.56,2024-05-02 15:08:20+00:00,1714662500
2.54,2024-05-02 15:08:51+00:00,1714662531
2.33,2024-05-02 15:09:04+00:00,1714662544
1.0,2024-05-02 15:09:30+00:00,1714662570
1.38,2024-05-02 15:09:54+00:00,1714662594
1.44,2024-05-02 15:10:03+00:00,1714662603
5.27,2024-05-02 15:10:50+00:00,1714662650
5.37,2024-05-02 15:11:24+00:00,1714662684
5.64,2024-05-02 15:12:08+00:00,1714662728
1.83,2024-05-02 15:12:20+00:00,1714662740
5.12,2024-05-02 15:13:05+00:00,1714662785
16.59,2024-05-02 15:13:47+00:00,1714662827
1.29,2024-05-02 15:14:21+00:00,1714662861
2.07,2024-05-02 15:14:31+00:00,1714662871
3.86,2024-05-02 15:15:05+00:00,1714662905
6.4,2024-05-02 15:15:50+00:00,1714662950
6.47,2024-05-02 15:16:15+00:00,1714662975
1.67,2024-05-02 15:16:50+00:00,1714663010
1.2,2024-05-02 15:17:01+00:00,1714663021
1.03,2024-05-02 15:17:27+00:00,1714663047
1.77,2024-05-02 15:18:04+00:00,1714663084
1.32,2024-05-02 15:18:25+00:00,1714663105
1.51,2024-05-02 15:18:46+00:00,1714663126
1.05,2024-05-02 15:19:05+00:00,1714663145
1.25,2024-05-02 15:19:38+00:00,1714663178
2.11,2024-05-02 15:19:48+00:00,1714663188
1.16,2024-05-02 15:20:16+00:00,1714663216
1.94,2024-05-02 15:20:39+00:00,1714663239
16.77,2024-05-02 15:21:18+00:00,1714663278
1.43,2024-05-02 15:21:51+00:00,1714663311
1.23,2024-05-02 15:22:04+00:00,1714663324
1.21,2024-05-02 15:22:20+00:00,1714663340
1.22,2024-05-02 15:22:54+00:00,1714663374
1.53,2024-05-02 15:23:00+00:00,1714663380
2.31,2024-05-02 15:23:33+00:00,1714663413
6.07,2024-05-02 15:24:07+00:00,1714663447
5.04,2024-05-02 15:24:31+00:00,1714663471
3.68,2024-05-02 15:25:11+00:00,1714663511
38.95,2024-05-02 15:26:00+00:00,1714663560
7.67,2024-05-02 15:26:49+00:00,1714663609
2.16,2024-05-02 15:27:16+00:00,1714663636
2.71,2024-05-02 15:27:31+00:00,1714663651
4.48,2024-05-02 15:28:26+00:00,1714663706
4.54,2024-05-02 15:28:48+00:00,1714663728
1.45,2024-05-02 15:29:01+00:00,1714663741
1.51,2024-05-02 15:29:35+00:00,1714663775
2.16,2024-05-02 15:30:07+00:00,1714663807
1.17,2024-05-02 15:30:20+00:00,1714663820
1.42,2024-05-02 15:30:53+00:00,1714663853
3.01,2024-05-02 15:31:25+00:00,1714663885
1.84,2024-05-02 15:31:46+00:00,1714663906
2.43,2024-05-02 15:32:25+00:00,1714663945
5.93,2024-05-02 15:32:46+00:00,1714663966
4.29,2024-05-02 15:33:15+00:00,1714663995
1.35,2024-05-02 15:33:48+00:00,1714664028
1.57,2024-05-02 15:34:01+00:00,1714664041
1.53,2024-05-02 15:34:37+00:00,1714664077
1.8,2024-05-02 15:35:11+00:00,1714664111
4.43,2024-05-02 15:35:30+00:00,1714664130
2.73,2024-05-02 15:35:54+00:00,1714664154
3.02,2024-05-02 15:36:32+00:00,1714664192
3.38,2024-05-02 15:37:03+00:00,1714664223
1.22,2024-05-02 15:37:17+00:00,1714664237
4.95,2024-05-02 15:37:55+00:00,1714664275
5.31,2024-05-02 15:38:36+00:00,1714664316
1.25,2024-05-02 15:38:52+00:00,1714664332
6.27,2024-05-02 15:39:17+00:00,1714664357
1.72,2024-05-02 15:39:46+00:00,1714664386
4.32,2024-05-02 15:40:20+00:00,1714664420
8.09,2024-05-02 15:41:09+00:00,1714664469
3.86,2024-05-02 15:41:33+00:00,1714664493
3.2,2024-05-02 15:42:11+00:00,1714664531
3.69,2024-05-02 15:42:34+00:00,1714664554
2.39,2024-05-02 15:43:11+00:00,1714664591
1.13,2024-05-02 15:43:35+00:00,1714664615
1.69,2024-05-02 15:44:00+00:00,1714664640
3.76,2024-05-02 15:44:41+00:00,1714664681
7.25,2024-05-02 15:45:06+00:00,1714664706
2.35,2024-05-02 15:45:46+00:00,1714664746
4.75,2024-05-02 15:46:19+00:00,1714664779
5.13,2024-05-02 15:47:05+00:00,1714664825
1.4,2024-05-02 15:47:17+00:00,1714664837
3.5,2024-05-02 15:48:08+00:00,1714664888
11.68,2024-05-02 15:48:50+00:00,1714664930
1.62,2024-05-02 15:49:20+00:00,1714664960
1.07,2024-05-02 15:49:35+00:00,1714664975
2.09,2024-05-02 15:50:08+00:00,1714665008
1.7,2024-05-02 15:50:31+00:00,1714665031
1.44,2024-05-02 15:51:08+00:00,1714665068
2.25,2024-05-02 15:51:39+00:00,1714665099
1.24,2024-05-02 15:51:45+00:00,1714665105
4.5,2024-05-02 15:52:21+00:00,1714665141
1.76,2024-05-02 15:52:46+00:00,1714665166
1.09,2024-05-02 15:53:16+00:00,1714665196
1.61,2024-05-02 15:53:35+00:00,1714665215
1.09,2024-05-02 15:53:50+00:00,1714665230
1.86,2024-05-02 15:54:20+00:00,1714665260
2.2,2024-05-02 15:54:36+00:00,1714665276
1.28,2024-05-02 15:54:53+00:00,1714665293
1.95,2024-05-02 15:55:26+00:00,1714665326
1.76,2024-05-02 15:55:48+00:00,1714665348
1.17,2024-05-02 15:56:03+00:00,1714665363
1.2,2024-05-02 15:56:18+00:00,1714665378
5.57,2024-05-02 15:57:05+00:00,1714665425
9.15,2024-05-02 15:57:31+00:00,1714665451
1.0,2024-05-02 15:57:46+00:00,1714665466
2.0,2024-05-02 15:58:21+00:00,1714665501
22.49,2024-05-02 15:59:02+00:00,1714665542
1.28,2024-05-02 15:59:20+00:00,1714665560
2.53,2024-05-02 15:59:48+00:00,1714665588
1.65,2024-05-02 16:00:23+00:00,1714665623
6.4,2024-05-02 16:00:54+00:00,1714665654
1.14,2024-05-02 16:01:05+00:00,1714665665
4.33,2024-05-02 16:01:48+00:00,1714665708
1.04,2024-05-02 16:02:02+00:00,1714665722
1.47,2024-05-02 16:02:41+00:00,1714665761
7.46,2024-05-02 16:03:07+00:00,1714665787
3.09,2024-05-02 16:03:48+00:00,1714665828
1.42,2024-05-02 16:04:07+00:00,1714665847
15.91,2024-05-02 16:05:13+00:00,1714665913
2.03,2024-05-02 16:05:34+00:00,1714665934
1.87,2024-05-02 16:06:02+00:00,1714665962
1.15,2024-05-02 16:06:35+00:00,1714665995
1.76,2024-05-02 16:06:45+00:00,1714666005
1.03,2024-05-02 16:07:22+00:00,1714666042
1.02,2024-05-02 16:07:31+00:00,1714666051
2.04,2024-05-02 16:08:08+00:00,1714666088
5.71,2024-05-02 16:08:48+00:00,1714666128
2.15,2024-05-02 16:09:21+00:00,1714666161
1.37,2024-05-02 16:09:31+00:00,1714666171
15.48,2024-05-02 16:10:37+00:00,1714666237
3.17,2024-05-02 16:11:08+00:00,1714666268
2.02,2024-05-02 16:11:37+00:00,1714666297
5.81,2024-05-02 16:12:06+00:00,1714666326
1.06,2024-05-02 16:12:31+00:00,1714666351
1.0,2024-05-02 16:12:46+00:00,1714666366
18.41,2024-05-02 16:13:34+00:00,1714666414
5.05,2024-05-02 16:14:16+00:00,1714666456
1.89,2024-05-02 16:14:46+00:00,1714666486
1.38,2024-05-02 16:15:14+00:00,1714666514
2.3,2024-05-02 16:15:37+00:00,1714666537
1.12,2024-05-02 16:16:03+00:00,1714666563
1.29,2024-05-02 16:16:38+00:00,1714666598
1.18,2024-05-02 16:16:49+00:00,1714666609
1.26,2024-05-02 16:17:23+00:00,1714666643
1.85,2024-05-02 16:17:32+00:00,1714666652
1.0,2024-05-02 16:18:11+00:00,1714666691
11.02,2024-05-02 16:18:31+00:00,1714666711
1.07,2024-05-02 16:19:08+00:00,1714666748
1.04,2024-05-02 16:19:20+00:00,1714666760
1.48,2024-05-02 16:19:46+00:00,1714666786
1.81,2024-05-02 16:20:05+00:00,1714666805
1.61,2024-05-02 16:20:38+00:00,1714666838
1.68,2024-05-02 16:20:50+00:00,1714666850
16.45,2024-05-02 16:21:46+00:00,1714666906
1.14,2024-05-02 16:22:05+00:00,1714666925
21.73,2024-05-02 16:23:02+00:00,1714666982
1.04,2024-05-02 16:23:16+00:00,1714666996
1.2,2024-05-02 16:23:51+00:00,1714667031
1.92,2024-05-02 16:24:07+00:00,1714667047
1.33,2024-05-02 16:24:36+00:00,1714667076
2.69,2024-05-02 16:25:03+00:00,1714667103
2.67,2024-05-02 16:25:32+00:00,1714667132
1.37,2024-05-02 16:26:09+00:00,1714667169
1.35,2024-05-02 16:26:17+00:00,1714667177
3.37,2024-05-02 16:26:48+00:00,1714667208
2.86,2024-05-02 16:27:17+00:00,1714667237
1.13,2024-05-02 16:27:53+00:00,1714667273
1.21,2024-05-02 16:28:10+00:00,1714667290
1.33,2024-05-02 16:28:31+00:00,1714667311
1.15,2024-05-02 16:28:46+00:00,1714667326
15.89,2024-05-02 16:29:35+00:00,1714667375
8.45,2024-05-02 16:30:16+00:00,1714667416
1.61,2024-05-02 16:30:47+00:00,1714667447
1.36,2024-05-02 16:31:06+00:00,1714667466
1.63,2024-05-02 16:31:46+00:00,1714667506
4.1,2024-05-02 16:32:06+00:00,1714667526
3.21,2024-05-02 16:32:40+00:00,1714667560
1.37,2024-05-02 16:33:21+00:00,1714667601
1.06,2024-05-02 16:33:39+00:00,1714667619
3.45,2024-05-02 16:34:15+00:00,1714667655
4.49,2024-05-02 16:35:17+00:00,1714667717
1.84,2024-05-02 16:35:36+00:00,1714667736
2.98,2024-05-02 16:36:04+00:00,1714667764
1.43,2024-05-02 16:36:35+00:00,1714667795
1.26,2024-05-02 16:37:01+00:00,1714667821
4.67,2024-05-02 16:37:35+00:00,1714667855
1.22,2024-05-02 16:37:47+00:00,1714667867
197.1,2024-05-02 16:39:19+00:00,1714667959
1.94,2024-05-02 16:39:36+00:00,1714667976
4.04,2024-05-02 16:40:09+00:00,1714668009
2.13,2024-05-02 16:40:49+00:00,1714668049
1.01,2024-05-02 16:41:05+00:00,1714668065
1.5,2024-05-02 16:41:35+00:00,1714668095
1.84,2024-05-02 16:42:06+00:00,1714668126
3.09,2024-05-02 16:42:39+00:00,1714668159
1.22,2024-05-02 16:42:56+00:00,1714668176
4.37,2024-05-02 16:43:20+00:00,1714668200
3.2,2024-05-02 16:44:09+00:00,1714668249
2.88,2024-05-02 16:44:33+00:00,1714668273
1.82,2024-05-02 16:45:04+00:00,1714668304
9.28,2024-05-02 16:45:47+00:00,1714668347
1.48,2024-05-02 16:46:15+00:00,1714668375
1.15,2024-05-02 16:46:45+00:00,1714668405
1.43,2024-05-02 16:47:00+00:00,1714668420
1.83,2024-05-02 16:47:19+00:00,1714668439
4.76,2024-05-02 16:48:07+00:00,1714668487
11.2,2024-05-02 16:49:04+00:00,1714668544
1.01,2024-05-02 16:49:19+00:00,1714668559
1.2,2024-05-02 16:49:49+00:00,1714668589
6.07,2024-05-02 16:50:16+00:00,1714668616
1.05,2024-05-02 16:50:33+00:00,1714668633
3.88,2024-05-02 16:51:17+00:00,1714668677
1.76,2024-05-02 16:51:52+00:00,1714668712
2.12,2024-05-02 16:52:19+00:00,1714668739
1.04,2024-05-02 16:52:33+00:00,1714668753
1.57,2024-05-02 16:53:00+00:00,1714668780
1.02,2024-05-02 16:53:38+00:00,1714668818
1.0,2024-05-02 16:54:05+00:00,1714668845
1.07,2024-05-02 16:54:17+00:00,1714668857
1.66,2024-05-02 16:54:48+00:00,1714668888
3.51,2024-05-02 16:55:17+00:00,1714668917
2.49,2024-05-02 16:55:46+00:00,1714668946
1.15,2024-05-02 16:56:08+00:00,1714668968
4.81,2024-05-02 16:56:30+00:00,1714668990
1.13,2024-05-02 16:57:07+00:00,1714669027
1.32,2024-05-02 16:57:19+00:00,1714669039
1.33,2024-05-02 16:57:36+00:00,1714669056
1.76,2024-05-02 16:58:10+00:00,1714669090
15.08,2024-05-02 16:58:48+00:00,1714669128
32.98,2024-05-02 16:59:45+00:00,1714669185
2.04,2024-05-02 17:00:15+00:00,1714669215
1.28,2024-05-02 17:00:55+00:00,1714669255
1.39,2024-05-02 17:01:04+00:00,1714669264
1.01,2024-05-02 17:01:34+00:00,1714669294
30.18,2024-05-02 17:02:34+00:00,1714669354
1.08,2024-05-02 17:02:46+00:00,1714669366
1.3,2024-05-02 17:03:06+00:00,1714669386
5.64,2024-05-02 17:03:50+00:00,1714669430
2.38,2024-05-02 17:04:23+00:00,1714669463
1.62,2024-05-02 17:04:51+00:00,1714669491
2.05,2024-05-02 17:05:17+00:00,1714669517
2.4,2024-05-02 17:05:38+00:00,1714669538
1.33,2024-05-02 17:06:06+00:00,1714669566
3.45,2024-05-02 17:06:53+00:00,1714669613
1.67,2024-05-02 17:07:06+00:00,1714669626
5.61,2024-05-02 17:07:50+00:00,1714669670
1.0,2024-05-02 17:08:21+00:00,1714669701
2.25,2024-05-02 17:08:30+00:00,1714669710
28.25,2024-05-02 17:09:39+00:00,1714669779
1.09,2024-05-02 17:10:03+00:00,1714669803
1.14,2024-05-02 17:10:17+00:00,1714669817
3.14,2024-05-02 17:10:46+00:00,1714669846
3.68,2024-05-02 17:11:23+00:00,1714669883
4.95,2024-05-02 17:12:03+00:00,1714669923
1.56,2024-05-02 17:12:32+00:00,1714669952
1.08,2024-05-02 17:13:06+00:00,1714669986
4.35,2024-05-02 17:13:30+00:00,1714670010
1.75,2024-05-02 17:14:20+00:00,1714670060
2.51,2024-05-02 17:14:46+00:00,1714670086
1.55,2024-05-02 17:15:11+00:00,1714670111
1.21,2024-05-02 17:15:34+00:00,1714670134
22.32,2024-05-02 17:16:31+00:00,1714670191
1.75,2024-05-02 17:17:04+00:00,1714670224
1.05,2024-05-02 17:17:16+00:00,1714670236
3.07,2024-05-02 17:18:06+00:00,1714670286
3.71,2024-05-02 17:18:37+00:00,1714670317
1.84,2024-05-02 17:19:03+00:00,1714670343
1.72,2024-05-02 17:19:30+00:00,1714670370
6.9,2024-05-02 17:20:23+00:00,1714670423
3.35,2024-05-02 17:20:47+00:00,1714670447
1.23,2024-05-02 17:21:23+00:00,1714670483
6.23,2024-05-02 17:21:47+00:00,1714670507
10.21,2024-05-02 17:22:36+00:00,1714670556
2.32,2024-05-02 17:23:23+00:00,1714670603
8.28,2024-05-02 17:24:01+00:00,1714670641
4.75,2024-05-02 17:24:47+00:00,1714670687
1.89,2024-05-02 17:25:03+00:00,1714670703
1.4,2024-05-02 17:25:47+00:00,1714670747
1.42,2024-05-02 17:26:07+00:00,1714670767
1.45,2024-05-02 17:26:39+00:00,1714670799
2.05,2024-05-02 17:27:10+00:00,1714670830
2.48,2024-05-02 17:27:31+00:00,1714670851
1.32,2024-05-02 17:28:01+00:00,1714670881
1.31,2024-05-02 17:28:31+00:00,1714670911
1.03,2024-05-02 17:28:46+00:00,1714670926
53.15,2024-05-02 17:29:47+00:00,1714670987
4.4,2024-05-02 17:30:31+00:00,1714671031
1.0,2024-05-02 17:30:46+00:00,1714671046
4.27,2024-05-02 17:31:33+00:00,1714671093
9.3,2024-05-02 17:32:19+00:00,1714671139
1.57,2024-05-02 17:32:52+00:00,1714671172
2.18,2024-05-02 17:33:18+00:00,1714671198
2.26,2024-05-02 17:33:49+00:00,1714671229
11.8,2024-05-02 17:34:30+00:00,1714671270
1.45,2024-05-02 17:35:10+00:00,1714671310
21.77,2024-05-02 17:36:09+00:00,1714671369
1.3,2024-05-02 17:36:17+00:00,1714671377
1.17,2024-05-02 17:37:05+00:00,1714671425
11.21,2024-05-02 17:37:42+00:00,1714671462
1.48,2024-05-02 17:38:20+00:00,1714671500
2.36,2024-05-02 17:38:54+00:00,1714671534
1.07,2024-05-02 17:39:04+00:00,1714671544
1.83,2024-05-02 17:39:32+00:00,1714671572
1.36,2024-05-02 17:40:03+00:00,1714671603
2.31,2024-05-02 17:40:34+00:00,1714671634
1.14,2024-05-02 17:41:08+00:00,1714671668
1.77,2024-05-02 17:41:31+00:00,1714671691
1.06,2024-05-02 17:42:08+00:00,1714671728
1.14,2024-05-02 17:42:16+00:00,1714671736
1.01,2024-05-02 17:42:51+00:00,1714671771
6.06,2024-05-02 17:43:16+00:00,1714671796
