multiplier,std_time,unix_time
2.39,2024-04-24 03:03:32+00:00,1713927812
1.47,2024-04-24 03:03:47+00:00,1713927827
1.17,2024-04-24 03:04:03+00:00,1713927843
4.03,2024-04-24 03:04:34+00:00,1713927874
1.78,2024-04-24 03:05:10+00:00,1713927910
8.25,2024-04-24 03:06:04+00:00,1713927964
1.25,2024-04-24 03:06:36+00:00,1713927996
1.18,2024-04-24 03:07:04+00:00,1713928024
1.84,2024-04-24 03:07:26+00:00,1713928046
1.55,2024-04-24 03:07:35+00:00,1713928055
2.37,2024-04-24 03:08:07+00:00,1713928087
83.66,2024-04-24 03:09:09+00:00,1713928149
1.97,2024-04-24 03:09:22+00:00,1713928162
1.38,2024-04-24 03:09:37+00:00,1713928177
1.0,2024-04-24 03:09:51+00:00,1713928191
2.5,2024-04-24 03:10:15+00:00,1713928215
3.73,2024-04-24 03:10:55+00:00,1713928255
14.61,2024-04-24 03:11:38+00:00,1713928298
9.59,2024-04-24 03:12:07+00:00,1713928327
1.98,2024-04-24 03:12:37+00:00,1713928357
30.69,2024-04-24 03:13:21+00:00,1713928401
2.39,2024-04-24 03:13:47+00:00,1713928427
1.22,2024-04-24 03:14:27+00:00,1713928467
1.08,2024-04-24 03:14:45+00:00,1713928485
2.99,2024-04-24 03:15:04+00:00,1713928504
2.18,2024-04-24 03:15:38+00:00,1713928538
2.16,2024-04-24 03:15:50+00:00,1713928550
2.05,2024-04-24 03:16:17+00:00,1713928577
1.0,2024-04-24 03:16:40+00:00,1713928600
3.32,2024-04-24 03:17:07+00:00,1713928627
2.33,2024-04-24 03:17:19+00:00,1713928639
2.01,2024-04-24 03:17:52+00:00,1713928672
1.87,2024-04-24 03:18:02+00:00,1713928682
1.0,2024-04-24 03:19:08+00:00,1713928748
1.32,2024-04-24 03:19:34+00:00,1713928774
1.06,2024-04-24 03:19:51+00:00,1713928791
51.14,2024-04-24 03:20:52+00:00,1713928852
2.21,2024-04-24 03:21:10+00:00,1713928870
11.25,2024-04-24 03:21:48+00:00,1713928908
2.71,2024-04-24 03:22:20+00:00,1713928940
1.14,2024-04-24 03:22:41+00:00,1713928961
3.39,2024-04-24 03:22:54+00:00,1713928974
1.12,2024-04-24 03:23:12+00:00,1713928992
2.22,2024-04-24 03:23:32+00:00,1713929012
9.63,2024-04-24 03:24:19+00:00,1713929059
1.41,2024-04-24 03:24:31+00:00,1713929071
1.01,2024-04-24 03:24:50+00:00,1713929090
4.68,2024-04-24 03:25:17+00:00,1713929117
7.22,2024-04-24 03:25:49+00:00,1713929149
2.4,2024-04-24 03:26:16+00:00,1713929176
3.25,2024-04-24 03:26:46+00:00,1713929206
49.81,2024-04-24 03:27:48+00:00,1713929268
1.6,2024-04-24 03:28:02+00:00,1713929282
1.28,2024-04-24 03:28:21+00:00,1713929301
8.78,2024-04-24 03:29:04+00:00,1713929344
5.41,2024-04-24 03:29:30+00:00,1713929370
1.42,2024-04-24 03:29:48+00:00,1713929388
2.57,2024-04-24 03:30:26+00:00,1713929426
1.17,2024-04-24 03:30:59+00:00,1713929459
1.75,2024-04-24 03:31:15+00:00,1713929475
4.48,2024-04-24 03:31:46+00:00,1713929506
1.45,2024-04-24 03:32:05+00:00,1713929525
3.06,2024-04-24 03:32:34+00:00,1713929554
1.74,2024-04-24 03:32:52+00:00,1713929572
1.1,2024-04-24 03:33:09+00:00,1713929589
1.02,2024-04-24 03:33:36+00:00,1713929616
2.89,2024-04-24 03:33:46+00:00,1713929626
1.51,2024-04-24 03:34:19+00:00,1713929659
10.4,2024-04-24 03:34:54+00:00,1713929694
5.07,2024-04-24 03:35:19+00:00,1713929719
1.56,2024-04-24 03:36:00+00:00,1713929760
7.63,2024-04-24 03:36:47+00:00,1713929807
3.39,2024-04-24 03:37:17+00:00,1713929837
1.11,2024-04-24 03:37:38+00:00,1713929858
1.29,2024-04-24 03:37:57+00:00,1713929877
3.8,2024-04-24 03:38:37+00:00,1713929917
3.37,2024-04-24 03:39:04+00:00,1713929944
6.91,2024-04-24 03:39:31+00:00,1713929971
2.07,2024-04-24 03:40:08+00:00,1713930008
2.26,2024-04-24 03:40:16+00:00,1713930016
16.03,2024-04-24 03:41:11+00:00,1713930071
1.39,2024-04-24 03:41:18+00:00,1713930078
5.43,2024-04-24 03:41:51+00:00,1713930111
3.86,2024-04-24 03:42:22+00:00,1713930142
1.32,2024-04-24 03:42:40+00:00,1713930160
2.06,2024-04-24 03:43:00+00:00,1713930180
5.52,2024-04-24 03:43:35+00:00,1713930215
3.27,2024-04-24 03:44:05+00:00,1713930245
35.74,2024-04-24 03:45:09+00:00,1713930309
34.89,2024-04-24 03:46:04+00:00,1713930364
15.89,2024-04-24 03:46:49+00:00,1713930409
1.35,2024-04-24 03:47:12+00:00,1713930432
1.78,2024-04-24 03:47:17+00:00,1713930437
2.83,2024-04-24 03:47:50+00:00,1713930470
1.42,2024-04-24 03:48:04+00:00,1713930484
49.82,2024-04-24 03:49:02+00:00,1713930542
1.05,2024-04-24 03:49:16+00:00,1713930556
1.02,2024-04-24 03:49:32+00:00,1713930572
28.86,2024-04-24 03:50:37+00:00,1713930637
2.92,2024-04-24 03:51:03+00:00,1713930663
2.86,2024-04-24 03:51:18+00:00,1713930678
1.05,2024-04-24 03:51:33+00:00,1713930693
3.5,2024-04-24 03:52:01+00:00,1713930721
3.55,2024-04-24 03:52:36+00:00,1713930756
1.09,2024-04-24 03:52:48+00:00,1713930768
1.2,2024-04-24 03:53:05+00:00,1713930785
1.62,2024-04-24 03:53:24+00:00,1713930804
1.8,2024-04-24 03:53:46+00:00,1713930826
5.83,2024-04-24 03:54:21+00:00,1713930861
3.83,2024-04-24 03:55:05+00:00,1713930905
24.51,2024-04-24 03:55:56+00:00,1713930956
4.26,2024-04-24 03:56:18+00:00,1713930978
7.24,2024-04-24 03:56:51+00:00,1713931011
2.47,2024-04-24 03:57:25+00:00,1713931045
2.15,2024-04-24 03:57:51+00:00,1713931071
3.03,2024-04-24 03:58:06+00:00,1713931086
1.08,2024-04-24 03:58:24+00:00,1713931104
2.4,2024-04-24 03:58:45+00:00,1713931125
2.72,2024-04-24 03:59:20+00:00,1713931160
1.54,2024-04-24 03:59:32+00:00,1713931172
1.45,2024-04-24 04:00:08+00:00,1713931208
3.88,2024-04-24 04:00:35+00:00,1713931235
1.15,2024-04-24 04:00:49+00:00,1713931249
2.67,2024-04-24 04:01:06+00:00,1713931266
2.07,2024-04-24 04:01:30+00:00,1713931290
1.95,2024-04-24 04:01:49+00:00,1713931309
1.79,2024-04-24 04:02:21+00:00,1713931341
2.37,2024-04-24 04:02:34+00:00,1713931354
1.07,2024-04-24 04:02:51+00:00,1713931371
1.16,2024-04-24 04:03:19+00:00,1713931399
7.53,2024-04-24 04:03:49+00:00,1713931429
1.0,2024-04-24 04:04:12+00:00,1713931452
1.81,2024-04-24 04:04:24+00:00,1713931464
2.11,2024-04-24 04:04:47+00:00,1713931487
1.53,2024-04-24 04:05:11+00:00,1713931511
2.3,2024-04-24 04:05:32+00:00,1713931532
1.1,2024-04-24 04:05:57+00:00,1713931557
2.31,2024-04-24 04:06:11+00:00,1713931571
1.0,2024-04-24 04:06:21+00:00,1713931581
2.76,2024-04-24 04:06:46+00:00,1713931606
13.96,2024-04-24 04:07:42+00:00,1713931662
4.26,2024-04-24 04:08:03+00:00,1713931683
1.15,2024-04-24 04:08:21+00:00,1713931701
12.5,2024-04-24 04:09:08+00:00,1713931748
1.38,2024-04-24 04:09:15+00:00,1713931755
1.47,2024-04-24 04:09:32+00:00,1713931772
26.98,2024-04-24 04:10:27+00:00,1713931827
1.94,2024-04-24 04:10:58+00:00,1713931858
1.65,2024-04-24 04:11:21+00:00,1713931881
1.58,2024-04-24 04:11:37+00:00,1713931897
1.0,2024-04-24 04:11:52+00:00,1713931912
1.19,2024-04-24 04:12:11+00:00,1713931931
1.09,2024-04-24 04:12:52+00:00,1713931972
1.0,2024-04-24 04:13:22+00:00,1713932002
1.76,2024-04-24 04:13:49+00:00,1713932029
1.02,2024-04-24 04:14:11+00:00,1713932051
6.91,2024-04-24 04:14:46+00:00,1713932086
1.04,2024-04-24 04:15:39+00:00,1713932139
1.8,2024-04-24 04:16:08+00:00,1713932168
3.0,2024-04-24 04:16:35+00:00,1713932195
2.22,2024-04-24 04:17:01+00:00,1713932221
18.09,2024-04-24 04:17:46+00:00,1713932266
4.66,2024-04-24 04:18:18+00:00,1713932298
23.54,2024-04-24 04:19:23+00:00,1713932363
9.04,2024-04-24 04:19:48+00:00,1713932388
1.04,2024-04-24 04:20:07+00:00,1713932407
1.01,2024-04-24 04:20:34+00:00,1713932434
21.43,2024-04-24 04:21:36+00:00,1713932496
16.02,2024-04-24 04:22:07+00:00,1713932527
1.06,2024-04-24 04:22:48+00:00,1713932568
6.03,2024-04-24 04:22:57+00:00,1713932577
1.36,2024-04-24 04:23:10+00:00,1713932590
4.73,2024-04-24 04:23:52+00:00,1713932632
2.12,2024-04-24 04:24:11+00:00,1713932651
1.2,2024-04-24 04:24:39+00:00,1713932679
9.71,2024-04-24 04:25:09+00:00,1713932709
5.15,2024-04-24 04:25:38+00:00,1713932738
1.58,2024-04-24 04:26:04+00:00,1713932764
1.55,2024-04-24 04:26:21+00:00,1713932781
1.13,2024-04-24 04:27:14+00:00,1713932834
1.94,2024-04-24 04:27:37+00:00,1713932857
5.34,2024-04-24 04:28:10+00:00,1713932890
1.65,2024-04-24 04:28:40+00:00,1713932920
3.15,2024-04-24 04:29:07+00:00,1713932947
1.04,2024-04-24 04:29:23+00:00,1713932963
1.63,2024-04-24 04:29:32+00:00,1713932972
1.13,2024-04-24 04:29:46+00:00,1713932986
3.74,2024-04-24 04:30:25+00:00,1713933025
1.14,2024-04-24 04:30:32+00:00,1713933032
1.18,2024-04-24 04:30:53+00:00,1713933053
13.41,2024-04-24 04:31:34+00:00,1713933094
1.83,2024-04-24 04:32:04+00:00,1713933124
1.58,2024-04-24 04:32:23+00:00,1713933143
1.34,2024-04-24 04:32:38+00:00,1713933158
2.66,2024-04-24 04:32:54+00:00,1713933174
2.75,2024-04-24 04:33:24+00:00,1713933204
1.37,2024-04-24 04:33:57+00:00,1713933237
8.32,2024-04-24 04:34:38+00:00,1713933278
1.32,2024-04-24 04:35:10+00:00,1713933310
3.22,2024-04-24 04:35:20+00:00,1713933320
1.32,2024-04-24 04:35:43+00:00,1713933343
1.13,2024-04-24 04:36:13+00:00,1713933373
2.05,2024-04-24 04:36:35+00:00,1713933395
1.85,2024-04-24 04:36:53+00:00,1713933413
55.55,2024-04-24 04:38:05+00:00,1713933485
1.01,2024-04-24 04:38:55+00:00,1713933535
1.07,2024-04-24 04:39:24+00:00,1713933564
1.22,2024-04-24 04:40:05+00:00,1713933605
2.02,2024-04-24 04:40:38+00:00,1713933638
1.03,2024-04-24 04:40:58+00:00,1713933658
2.11,2024-04-24 04:41:18+00:00,1713933678
1.36,2024-04-24 04:41:35+00:00,1713933695
1.37,2024-04-24 04:41:50+00:00,1713933710
1.84,2024-04-24 04:42:24+00:00,1713933744
2.5,2024-04-24 04:42:42+00:00,1713933762
1.29,2024-04-24 04:42:54+00:00,1713933774
1.14,2024-04-24 04:43:40+00:00,1713933820
1.72,2024-04-24 04:44:08+00:00,1713933848
4.72,2024-04-24 04:44:32+00:00,1713933872
3.18,2024-04-24 04:45:03+00:00,1713933903
1.01,2024-04-24 04:45:38+00:00,1713933938
4.42,2024-04-24 04:45:53+00:00,1713933953
3.61,2024-04-24 04:46:22+00:00,1713933982
5.42,2024-04-24 04:47:03+00:00,1713934023
1.34,2024-04-24 04:47:36+00:00,1713934056
1.63,2024-04-24 04:47:46+00:00,1713934066
3.06,2024-04-24 04:48:44+00:00,1713934124
11.53,2024-04-24 04:49:04+00:00,1713934144
9.09,2024-04-24 04:50:00+00:00,1713934200
2.05,2024-04-24 04:50:24+00:00,1713934224
3.53,2024-04-24 04:50:41+00:00,1713934241
1.39,2024-04-24 04:51:05+00:00,1713934265
1.66,2024-04-24 04:51:35+00:00,1713934295
3.44,2024-04-24 04:52:03+00:00,1713934323
1.47,2024-04-24 04:52:20+00:00,1713934340
1.82,2024-04-24 04:52:39+00:00,1713934359
2.2,2024-04-24 04:53:28+00:00,1713934408
1.42,2024-04-24 04:53:58+00:00,1713934438
4.13,2024-04-24 04:54:37+00:00,1713934477
2.72,2024-04-24 04:55:08+00:00,1713934508
32.4,2024-04-24 04:55:57+00:00,1713934557
1.37,2024-04-24 04:56:21+00:00,1713934581
2.9,2024-04-24 04:56:46+00:00,1713934606
1.24,2024-04-24 04:57:01+00:00,1713934621
6.69,2024-04-24 04:57:52+00:00,1713934672
1.1,2024-04-24 04:58:19+00:00,1713934699
1.1,2024-04-24 04:58:37+00:00,1713934717
1.2,2024-04-24 04:58:56+00:00,1713934736
3.81,2024-04-24 04:59:18+00:00,1713934758
10.72,2024-04-24 04:59:53+00:00,1713934793
1.62,2024-04-24 05:00:10+00:00,1713934810
1.29,2024-04-24 05:00:34+00:00,1713934834
2.05,2024-04-24 05:00:59+00:00,1713934859
8.18,2024-04-24 05:01:39+00:00,1713934899
1.69,2024-04-24 05:01:49+00:00,1713934909
1.45,2024-04-24 05:02:27+00:00,1713934947
21.95,2024-04-24 05:03:05+00:00,1713934985
9.2,2024-04-24 05:04:32+00:00,1713935072
4.4,2024-04-24 05:04:58+00:00,1713935098
3.58,2024-04-24 05:05:16+00:00,1713935116
1.36,2024-04-24 05:05:44+00:00,1713935144
1.63,2024-04-24 05:06:07+00:00,1713935167
13.3,2024-04-24 05:06:50+00:00,1713935210
1.24,2024-04-24 05:07:05+00:00,1713935225
1.44,2024-04-24 05:07:26+00:00,1713935246
1.1,2024-04-24 05:07:50+00:00,1713935270
1.37,2024-04-24 05:08:34+00:00,1713935314
5.07,2024-04-24 05:08:50+00:00,1713935330
1.01,2024-04-24 05:09:15+00:00,1713935355
2.51,2024-04-24 05:09:40+00:00,1713935380
1.45,2024-04-24 05:09:58+00:00,1713935398
2.18,2024-04-24 05:10:23+00:00,1713935423
6.75,2024-04-24 05:10:57+00:00,1713935457
1.0,2024-04-24 05:11:01+00:00,1713935461
1.87,2024-04-24 05:11:23+00:00,1713935483
2.47,2024-04-24 05:12:08+00:00,1713935528
2.72,2024-04-24 05:12:26+00:00,1713935546
10.2,2024-04-24 05:12:59+00:00,1713935579
1.75,2024-04-24 05:13:19+00:00,1713935599
1.8,2024-04-24 05:13:33+00:00,1713935613
1.74,2024-04-24 05:14:10+00:00,1713935650
9.42,2024-04-24 05:15:21+00:00,1713935721
1.63,2024-04-24 05:15:53+00:00,1713935753
1.11,2024-04-24 05:16:09+00:00,1713935769
19.73,2024-04-24 05:17:09+00:00,1713935829
5.6,2024-04-24 05:18:06+00:00,1713935886
1.11,2024-04-24 05:18:45+00:00,1713935925
8.22,2024-04-24 05:19:15+00:00,1713935955
6.98,2024-04-24 05:19:44+00:00,1713935984
1.01,2024-04-24 05:20:16+00:00,1713936016
2.5,2024-04-24 05:20:32+00:00,1713936032
2.5,2024-04-24 05:21:08+00:00,1713936068
2.09,2024-04-24 05:21:21+00:00,1713936081
1.18,2024-04-24 05:22:21+00:00,1713936141
1.01,2024-04-24 05:22:27+00:00,1713936147
1.28,2024-04-24 05:22:54+00:00,1713936174
1.03,2024-04-24 05:23:06+00:00,1713936186
1.02,2024-04-24 05:23:17+00:00,1713936197
1.06,2024-04-24 05:23:43+00:00,1713936223
1.52,2024-04-24 05:24:03+00:00,1713936243
1.12,2024-04-24 05:24:23+00:00,1713936263
1.45,2024-04-24 05:24:46+00:00,1713936286
1.05,2024-04-24 05:25:04+00:00,1713936304
1.87,2024-04-24 05:25:41+00:00,1713936341
3.38,2024-04-24 05:26:12+00:00,1713936372
24.06,2024-04-24 05:26:55+00:00,1713936415
3.12,2024-04-24 05:27:17+00:00,1713936437
4.19,2024-04-24 05:27:36+00:00,1713936456
1.69,2024-04-24 05:28:07+00:00,1713936487
2.02,2024-04-24 05:28:23+00:00,1713936503
1.25,2024-04-24 05:28:38+00:00,1713936518
1.17,2024-04-24 05:29:28+00:00,1713936568
3.97,2024-04-24 05:30:39+00:00,1713936639
1.29,2024-04-24 05:31:09+00:00,1713936669
1.22,2024-04-24 05:32:00+00:00,1713936720
3.61,2024-04-24 05:33:00+00:00,1713936780
1.61,2024-04-24 05:33:47+00:00,1713936827
1.54,2024-04-24 05:34:17+00:00,1713936857
659.94,2024-04-24 05:35:38+00:00,1713936938
3.9,2024-04-24 05:36:10+00:00,1713936970
6.27,2024-04-24 05:36:47+00:00,1713937007
1.75,2024-04-24 05:37:04+00:00,1713937024
1.25,2024-04-24 05:37:24+00:00,1713937044
2.2,2024-04-24 05:37:49+00:00,1713937069
1.24,2024-04-24 05:38:11+00:00,1713937091
1.57,2024-04-24 05:38:40+00:00,1713937120
1.27,2024-04-24 05:38:45+00:00,1713937125
4.04,2024-04-24 05:39:17+00:00,1713937157
1.91,2024-04-24 05:39:49+00:00,1713937189
1.16,2024-04-24 05:40:09+00:00,1713937209
3.81,2024-04-24 05:40:39+00:00,1713937239
1.36,2024-04-24 05:41:02+00:00,1713937262
2.96,2024-04-24 05:41:35+00:00,1713937295
1.39,2024-04-24 05:41:50+00:00,1713937310
9.64,2024-04-24 05:42:20+00:00,1713937340
1.31,2024-04-24 05:42:41+00:00,1713937361
3.12,2024-04-24 05:43:20+00:00,1713937400
1.89,2024-04-24 05:43:34+00:00,1713937414
1.83,2024-04-24 05:44:01+00:00,1713937441
4.2,2024-04-24 05:44:19+00:00,1713937459
1.24,2024-04-24 05:44:54+00:00,1713937494
3.99,2024-04-24 05:45:37+00:00,1713937537
6.8,2024-04-24 05:45:57+00:00,1713937557
1.12,2024-04-24 05:46:15+00:00,1713937575
1.3,2024-04-24 05:46:52+00:00,1713937612
4.72,2024-04-24 05:47:08+00:00,1713937628
3.27,2024-04-24 05:47:38+00:00,1713937658
4.99,2024-04-24 05:48:06+00:00,1713937686
15.7,2024-04-24 05:49:00+00:00,1713937740
3.18,2024-04-24 05:49:20+00:00,1713937760
554.86,2024-04-24 05:50:54+00:00,1713937854
1.8,2024-04-24 05:51:10+00:00,1713937870
3.62,2024-04-24 05:51:50+00:00,1713937910
3.67,2024-04-24 05:52:26+00:00,1713937946
4.35,2024-04-24 05:52:55+00:00,1713937975
1.64,2024-04-25 16:09:48+00:00,1714061388
1.14,2024-04-25 16:10:29+00:00,1714061429
29.99,2024-04-25 16:10:54+00:00,1714061454
5.97,2024-04-25 16:11:44+00:00,1714061504
3.16,2024-04-25 16:12:04+00:00,1714061524
10.6,2024-04-25 16:12:50+00:00,1714061570
3.7,2024-04-25 16:13:07+00:00,1714061587
13.31,2024-04-25 16:13:52+00:00,1714061632
3.01,2024-04-25 16:14:34+00:00,1714061674
2.56,2024-04-25 16:14:47+00:00,1714061687
2.07,2024-04-25 16:15:15+00:00,1714061715
1.03,2024-04-25 16:15:36+00:00,1714061736
3.33,2024-04-25 16:16:13+00:00,1714061773
2.32,2024-04-25 16:16:32+00:00,1714061792
1.02,2024-04-25 16:16:48+00:00,1714061808
1.88,2024-04-25 16:17:22+00:00,1714061842
1.4,2024-04-25 16:17:31+00:00,1714061851
3.61,2024-04-25 16:18:09+00:00,1714061889
2.26,2024-04-25 16:18:22+00:00,1714061902
1.0,2024-04-25 16:18:52+00:00,1714061932
1.57,2024-04-25 16:19:03+00:00,1714061943
1.12,2024-04-25 16:19:37+00:00,1714061977
16.05,2024-04-25 16:20:19+00:00,1714062019
2.42,2024-04-25 16:20:37+00:00,1714062037
2.33,2024-04-25 16:21:10+00:00,1714062070
1.32,2024-04-25 16:21:33+00:00,1714062093
1.07,2024-04-25 16:22:02+00:00,1714062122
173.86,2024-04-25 16:23:06+00:00,1714062186
3.96,2024-04-25 16:23:36+00:00,1714062216
1.43,2024-04-25 16:23:46+00:00,1714062226
1.5,2024-04-25 16:24:04+00:00,1714062244
1.11,2024-04-25 16:24:32+00:00,1714062272
2.08,2024-04-25 16:24:52+00:00,1714062292
1.14,2024-04-25 16:25:11+00:00,1714062311
2.31,2024-04-25 16:25:39+00:00,1714062339
2.58,2024-04-25 16:26:02+00:00,1714062362
2.41,2024-04-25 16:26:39+00:00,1714062399
4.2,2024-04-25 16:27:13+00:00,1714062433
4.41,2024-04-25 16:27:38+00:00,1714062458
5.37,2024-04-25 16:28:06+00:00,1714062486
1.28,2024-04-25 16:28:35+00:00,1714062515
2.28,2024-04-25 16:28:49+00:00,1714062529
1.35,2024-04-25 16:29:18+00:00,1714062558
1.05,2024-04-25 16:29:32+00:00,1714062572
1.05,2024-04-25 16:29:47+00:00,1714062587
8.72,2024-04-25 16:30:37+00:00,1714062637
1.48,2024-04-25 16:30:48+00:00,1714062648
11.1,2024-04-25 16:31:30+00:00,1714062690
1.34,2024-04-25 16:31:47+00:00,1714062707
1.0,2024-04-25 16:32:17+00:00,1714062737
2.47,2024-04-25 16:32:31+00:00,1714062751
1.12,2024-04-25 16:33:10+00:00,1714062790
4.38,2024-04-25 16:33:35+00:00,1714062815
1.2,2024-04-25 16:33:51+00:00,1714062831
1.59,2024-04-25 16:34:01+00:00,1714062841
2.27,2024-04-25 16:34:25+00:00,1714062865
1.07,2024-04-25 16:34:50+00:00,1714062890
1.81,2024-04-25 16:35:04+00:00,1714062904
1.59,2024-04-25 16:35:55+00:00,1714062955
1.32,2024-04-25 16:36:10+00:00,1714062970
35.94,2024-04-25 16:37:08+00:00,1714063028
1.4,2024-04-25 16:37:33+00:00,1714063053
3.91,2024-04-25 16:38:10+00:00,1714063090
1.11,2024-04-25 16:38:39+00:00,1714063119
1.49,2024-04-25 16:39:04+00:00,1714063144
2.06,2024-04-25 16:39:23+00:00,1714063163
1.96,2024-04-25 16:40:11+00:00,1714063211
1.8,2024-04-25 16:40:33+00:00,1714063233
1.66,2024-04-25 16:41:13+00:00,1714063273
3.53,2024-04-25 16:41:32+00:00,1714063292
1.69,2024-04-25 16:41:50+00:00,1714063310
1.46,2024-04-25 16:42:03+00:00,1714063323
3.97,2024-04-25 16:42:30+00:00,1714063350
1.28,2024-04-25 16:42:45+00:00,1714063365
3.72,2024-04-25 16:43:33+00:00,1714063413
2.8,2024-04-25 16:43:49+00:00,1714063429
1.37,2024-04-25 16:44:05+00:00,1714063445
1.97,2024-04-25 16:44:35+00:00,1714063475
1.01,2024-04-25 16:44:46+00:00,1714063486
1.02,2024-04-25 16:45:04+00:00,1714063504
1.6,2024-04-25 16:45:35+00:00,1714063535
1.76,2024-04-25 16:46:05+00:00,1714063565
2.38,2024-04-25 16:46:16+00:00,1714063576
4.25,2024-04-25 16:46:47+00:00,1714063607
13.72,2024-04-25 16:47:39+00:00,1714063659
1.0,2024-04-25 16:47:55+00:00,1714063675
5.29,2024-04-25 16:48:17+00:00,1714063697
5.58,2024-04-25 16:48:54+00:00,1714063734
2.88,2024-04-25 16:49:30+00:00,1714063770
10.66,2024-04-25 16:50:13+00:00,1714063813
3.94,2024-04-25 16:50:32+00:00,1714063832
5.77,2024-04-25 16:51:18+00:00,1714063878
1.26,2024-04-25 16:51:33+00:00,1714063893
2.39,2024-04-25 16:52:06+00:00,1714063926
1.04,2024-04-25 16:52:44+00:00,1714063964
13.13,2024-04-25 16:53:26+00:00,1714064006
1.72,2024-04-25 16:53:49+00:00,1714064029
1.09,2024-04-25 16:54:16+00:00,1714064056
1.95,2024-04-25 16:54:31+00:00,1714064071
4.53,2024-04-25 16:55:03+00:00,1714064103
6.05,2024-04-25 16:55:37+00:00,1714064137
1.67,2024-04-25 16:56:11+00:00,1714064171
1.73,2024-04-25 16:56:34+00:00,1714064194
1.21,2024-04-25 16:56:53+00:00,1714064213
13.93,2024-04-25 16:57:31+00:00,1714064251
2.11,2024-04-25 16:58:01+00:00,1714064281
16.36,2024-04-25 16:58:47+00:00,1714064327
3.39,2024-04-25 16:59:25+00:00,1714064365
3.12,2024-04-25 16:59:53+00:00,1714064393
3.43,2024-04-25 17:00:17+00:00,1714064417
1.68,2024-04-25 17:00:34+00:00,1714064434
3.16,2024-04-25 17:01:05+00:00,1714064465
1.03,2024-04-25 17:01:56+00:00,1714064516
3.96,2024-04-25 17:02:36+00:00,1714064556
1.55,2024-04-25 17:02:53+00:00,1714064573
1.18,2024-04-25 17:03:26+00:00,1714064606
29.98,2024-04-25 17:04:06+00:00,1714064646
1.35,2024-04-25 17:04:32+00:00,1714064672
2.22,2024-04-25 17:05:08+00:00,1714064708
1.0,2024-04-25 17:05:18+00:00,1714064718
3.46,2024-04-25 17:05:48+00:00,1714064748
58.11,2024-04-25 17:06:46+00:00,1714064806
1.47,2024-04-25 17:07:16+00:00,1714064836
1.12,2024-04-25 17:07:48+00:00,1714064868
4.93,2024-04-25 17:08:08+00:00,1714064888
1.07,2024-04-25 17:08:29+00:00,1714064909
1.36,2024-04-25 17:08:50+00:00,1714064930
1.08,2024-04-25 17:09:07+00:00,1714064947
2.22,2024-04-25 17:09:36+00:00,1714064976
4.01,2024-04-25 17:10:10+00:00,1714065010
50.93,2024-04-25 17:11:10+00:00,1714065070
3.61,2024-04-25 17:11:51+00:00,1714065111
2.4,2024-04-25 17:12:05+00:00,1714065125
1.78,2024-04-25 17:12:32+00:00,1714065152
1.22,2024-04-25 17:13:08+00:00,1714065188
9.7,2024-04-25 17:13:33+00:00,1714065213
1.0,2024-04-25 17:13:47+00:00,1714065227
1.09,2024-04-25 17:14:10+00:00,1714065250
1.29,2024-04-25 17:14:54+00:00,1714065294
1.06,2024-04-25 17:15:17+00:00,1714065317
1.24,2024-04-25 17:15:37+00:00,1714065337
1.25,2024-04-25 17:16:03+00:00,1714065363
1.14,2024-04-25 17:16:29+00:00,1714065389
1.83,2024-04-25 17:16:51+00:00,1714065411
2.72,2024-04-25 17:17:17+00:00,1714065437
9.99,2024-04-25 17:17:56+00:00,1714065476
1.24,2024-04-25 17:18:19+00:00,1714065499
2.73,2024-04-25 17:18:56+00:00,1714065536
3.44,2024-04-25 17:19:26+00:00,1714065566
1.28,2024-04-25 17:19:46+00:00,1714065586
1.22,2024-04-25 17:20:09+00:00,1714065609
1.44,2024-04-25 17:20:24+00:00,1714065624
2.55,2024-04-25 17:20:49+00:00,1714065649
1.0,2024-04-25 17:21:09+00:00,1714065669
1.28,2024-04-25 17:21:31+00:00,1714065691
16.5,2024-04-25 17:22:29+00:00,1714065749
1.91,2024-04-25 17:22:55+00:00,1714065775
2.73,2024-04-25 17:23:34+00:00,1714065814
1.02,2024-04-25 17:23:52+00:00,1714065832
1.43,2024-04-25 17:24:07+00:00,1714065847
1.29,2024-04-25 17:24:24+00:00,1714065864
2.89,2024-04-25 17:24:54+00:00,1714065894
1.13,2024-04-25 17:25:07+00:00,1714065907
1.4,2024-04-25 17:25:33+00:00,1714065933
1.05,2024-04-25 17:25:50+00:00,1714065950
205.01,2024-04-25 17:27:11+00:00,1714066031
2.01,2024-04-25 17:27:19+00:00,1714066039
1.73,2024-04-25 17:27:55+00:00,1714066075
1.32,2024-04-25 17:28:18+00:00,1714066098
1.09,2024-04-25 17:28:38+00:00,1714066118
1.7,2024-04-25 17:28:53+00:00,1714066133
3.19,2024-04-25 17:29:31+00:00,1714066171
3.52,2024-04-25 17:29:54+00:00,1714066194
72.45,2024-04-25 17:31:00+00:00,1714066260
2.52,2024-04-25 17:31:33+00:00,1714066293
2.15,2024-04-25 17:32:11+00:00,1714066331
19.4,2024-04-25 17:32:51+00:00,1714066371
6.13,2024-04-25 17:33:20+00:00,1714066400
19.01,2024-04-25 17:34:05+00:00,1714066445
1.53,2024-04-25 17:34:34+00:00,1714066474
1.0,2024-04-25 17:34:50+00:00,1714066490
3.11,2024-04-25 17:35:16+00:00,1714066516
